Study Name,Respondent Name,Gender,Age,Group,Type,Label,Start (ms),Duration (ms),Parent Stimulus,Count Frames,Anger Threshold,Anger Frames >= Threshold,Anger Time Percentage,Sadness Threshold,Sadness Frames >= Threshold,Sadness Time Percentage,Disgust Threshold,Disgust Frames >= Threshold,Disgust Time Percentage,Joy Threshold,Joy Frames >= Threshold,Joy Time Percentage,Surprise Threshold,Surprise Frames >= Threshold,Surprise Time Percentage,Fear Threshold,Fear Frames >= Threshold,Fear Time Percentage,Contempt Threshold,Contempt Frames >= Threshold,Contempt Time Percentage,Engagement Threshold,Engagement Frames >= Threshold,Engagement Time Percentage,Attention Threshold,Attention Frames >= Threshold,Attention Time Percentage,Positive Threshold,Positive Frames >= Threshold,Positive Time Percentage,Negative Threshold,Negative Frames <= Threshold,Negative Time Percentage,Neutral Threshold,Neutral Frames Between Threshold,Neutral Time Percentage,Brow Furrow Threshold,Brow Furrow Frames >= Threshold,Brow Furrow Time Percentage,Brow Raise Threshold,Brow Raise Frames >= Threshold,Brow Raise Time Percentage,Lip Corner Depressor Threshold,Lip Corner Depressor Frames >= Threshold,Lip Corner Depressor Time Percentage,Smile Threshold,Smile Frames >= Threshold,Smile Time Percentage,Inner Brow Raise Threshold,Inner Brow Raise Frames >= Threshold,Inner Brow Raise Time Percentage,Eye Closure Threshold,Eye Closure Frames >= Threshold,Eye Closure Time Percentage,Nose Wrinkle Threshold,Nose Wrinkle Frames >= Threshold,Nose Wrinkle Time Percentage,Upper Lip Raise Threshold,Upper Lip Raise Frames >= Threshold,Upper Lip Raise Time Percentage,Lip Suck Threshold,Lip Suck Frames >= Threshold,Lip Suck Time Percentage,Lip Press Threshold,Lip Press Frames >= Threshold,Lip Press Time Percentage,Mouth Open Threshold,Mouth Open Frames >= Threshold,Mouth Open Time Percentage,Chin Raise Threshold,Chin Raise Frames >= Threshold,Chin Raise Time Percentage,Smirk Threshold,Smirk Frames >= Threshold,Smirk Time Percentage,Lip Pucker Threshold,Lip Pucker Frames >= Threshold,Lip Pucker Time Percentage,Cheek Raise Threshold,Cheek Raise Frames >= Threshold,Cheek Raise Time Percentage,Dimpler Threshold,Dimpler Frames >= Threshold,Dimpler Time Percentage,Eye Widen Threshold,Eye Widen Frames >= Threshold,Eye Widen Time Percentage,Lid Tighten Threshold,Lid Tighten Frames >= Threshold,Lid Tighten Time Percentage,Lip Stretch Threshold,Lip Stretch Frames >= Threshold,Lip Stretch Time Percentage,Jaw Drop Threshold,Jaw Drop Frames >= Threshold,Jaw Drop Time Percentage
Study-USJ-BU-001,P06,Female,17,G1,Stimulus,Survey-Starting-Agreement,207,5030,,76,30,0,0,30,0,0,30,0,0,30,25,32.89,30,10,13.16,30,0,0,30,0,0,30,45,59.21,30,60,78.95,30,25,32.89,-30,0,0,-30|30,35,46.05,30,0,0,30,27,35.53,30,0,0,30,27,35.53,30,39,51.32,30,28,36.84,30,0,0,30,0,0,30,0,0,30,25,32.89,30,5,6.58,30,0,0,30,0,0,30,2,2.63,30,0,0,30,0,0,30,0,0,30,0,0,30,9,11.84,30,11,14.47
Study-USJ-BU-001,P06,Female,17,G1,Stimulus,Instructions-Part-1,5325,11359,,170,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,170,100,30,0,0,-30,4,2.35,-30|30,166,97.65,30,0,0,30,0,0,30,0,0,30,0,0,30,130,76.47,30,14,8.24,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,37,21.76,30,0,0,30,0,0,30,13,7.65,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P06,Female,17,G1,Stimulus,logo01,16736,5984,,90,30,0,0,30,0,0,30,0,0,30,42,46.67,30,0,0,30,0,0,30,0,0,30,44,48.89,30,90,100,30,42,46.67,-30,1,1.11,-30|30,47,52.22,30,0,0,30,0,0,30,0,0,30,44,48.89,30,90,100,30,15,16.67,30,0,0,30,0,0,30,0,0,30,20,22.22,30,7,7.78,30,0,0,30,0,0,30,25,27.78,30,21,23.33,30,2,2.22,30,0,0,30,0,0,30,35,38.89,30,0,0
Study-USJ-BU-001,P06,Female,17,G1,Stimulus,logo02_name-white,22776,5999,,89,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,89,100,30,0,0,-30,0,0,-30|30,89,100,30,0,0,30,0,0,30,0,0,30,0,0,30,78,87.64,30,8,8.99,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P06,Female,17,G1,Stimulus,logo03_name-white,28824,5998,,90,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,89,98.89,30,0,0,-30,0,0,-30|30,89,98.89,30,0,0,30,6,6.67,30,0,0,30,0,0,30,79,87.78,30,4,4.44,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P06,Female,17,G1,Stimulus,logo04_name-white,35025,5995,,90,30,0,0,30,0,0,30,0,0,30,0,0,30,13,14.44,30,0,0,30,0,0,30,49,54.44,30,90,100,30,0,0,-30,10,11.11,-30|30,80,88.89,30,0,0,30,85,94.44,30,1,1.11,30,0,0,30,36,40,30,13,14.44,30,0,0,30,0,0,30,17,18.89,30,11,12.22,30,0,0,30,7,7.78,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P06,Female,17,G1,Stimulus,Survey-FavoriteBrand,41283,20706,,310,30,0,0,30,0,0,30,0,0,30,1,0.32,30,64,20.65,30,0,0,30,0,0,30,123,39.68,30,247,79.68,30,1,0.32,-30,15,4.84,-30|30,231,74.52,30,0,0,30,55,17.74,30,19,6.13,30,1,0.32,30,73,23.55,30,22,7.1,30,0,0,30,0,0,30,0,0,30,0,0,30,135,43.55,30,0,0,30,0,0,30,0,0,30,1,0.32,30,0,0,30,0,0,30,0,0,30,0,0,30,164,52.9
Study-USJ-BU-001,P06,Female,17,G1,Stimulus,Survey-BrandAwareness,62140,12349,,185,30,0,0,30,0,0,30,0,0,30,27,14.59,30,24,12.97,30,0,0,30,0,0,30,29,15.68,30,168,90.81,30,27,14.59,-30,23,12.43,-30|30,118,63.78,30,0,0,30,0,0,30,22,11.89,30,28,15.14,30,71,38.38,30,14,7.57,30,0,0,30,0,0,30,0,0,30,10,5.41,30,27,14.59,30,5,2.7,30,0,0,30,13,7.03,30,8,4.32,30,0,0,30,0,0,30,0,0,30,0,0,30,29,15.68
Study-USJ-BU-001,P06,Female,17,G1,Stimulus,Instructions-Part-2,74568,14652,,220,30,0,0,30,97,44.09,30,0,0,30,0,0,30,4,1.82,30,0,0,30,0,0,30,62,28.18,30,220,100,30,0,0,-30,166,75.45,-30|30,54,24.55,30,0,0,30,18,8.18,30,144,65.45,30,0,0,30,220,100,30,24,10.91,30,0,0,30,0,0,30,0,0,30,0,0,30,2,0.91,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P06,Female,17,G1,Stimulus,logo-product01,89287,5999,,90,30,0,0,30,0,0,30,0,0,30,0,0,30,3,3.33,30,0,0,30,0,0,30,4,4.44,30,90,100,30,0,0,-30,8,8.89,-30|30,82,91.11,30,0,0,30,14,15.56,30,0,0,30,0,0,30,90,100,30,8,8.89,30,0,0,30,0,0,30,0,0,30,0,0,30,2,2.22,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P06,Female,17,G1,Stimulus,logo-product02,95333,5998,,90,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,90,100,30,0,0,-30,6,6.67,-30|30,84,93.33,30,0,0,30,0,0,30,0,0,30,0,0,30,90,100,30,11,12.22,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P06,Female,17,G1,Stimulus,logo-product03,101404,5994,,89,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,89,100,30,0,0,-30,0,0,-30|30,89,100,30,0,0,30,0,0,30,0,0,30,0,0,30,76,85.39,30,8,8.99,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P06,Female,17,G1,Stimulus,logo-product04,107618,5999,,89,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,89,100,30,0,0,-30,0,0,-30|30,89,100,30,0,0,30,0,0,30,0,0,30,0,0,30,60,67.42,30,11,12.36,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P06,Female,17,G1,Stimulus,Survey-FavoriteProduct,113715,10039,,150,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,149,99.33,30,0,0,-30,0,0,-30|30,149,99.33,30,0,0,30,0,0,30,0,0,30,0,0,30,106,70.67,30,12,8,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P06,Female,17,G1,Stimulus,Instructions-Part-3,123859,7716,,115,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,14,12.17,30,115,100,30,0,0,-30,2,1.74,-30|30,113,98.26,30,0,0,30,6,5.22,30,0,0,30,0,0,30,82,71.3,30,9,7.83,30,0,0,30,0,0,30,5,4.35,30,25,21.74,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,12,10.43,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P06,Female,17,G1,Stimulus,video01 - LOOK,131649,64667,,968,30,0,0,30,0,0,30,0,0,30,0,0,30,3,0.31,30,0,0,30,0,0,30,14,1.45,30,968,100,30,0,0,-30,2,0.21,-30|30,966,99.79,30,0,0,30,7,0.72,30,0,0,30,0,0,30,585,60.43,30,89,9.19,30,0,0,30,0,0,30,0,0,30,31,3.2,30,67,6.92,30,0,0,30,0,0,30,0,0,30,0,0,30,27,2.79,30,0,0,30,0,0,30,0,0,30,71,7.33
Study-USJ-BU-001,P06,Female,17,G1,Stimulus,video02 - Pinarello,196372,60631,,908,30,0,0,30,0,0,30,0,0,30,0,0,30,16,1.76,30,0,0,30,0,0,30,83,9.14,30,906,99.78,30,0,0,-30,11,1.21,-30|30,895,98.57,30,0,0,30,46,5.07,30,0,0,30,6,0.66,30,646,71.15,30,112,12.33,30,0,0,30,0,0,30,14,1.54,30,88,9.69,30,54,5.95,30,0,0,30,0,0,30,0,0,30,0,0,30,56,6.17,30,1,0.11,30,0,0,30,32,3.52,30,0,0
Study-USJ-BU-001,P06,Female,17,G1,Stimulus,video03 - Trek,257062,70205,,1052,30,0,0,30,0,0,30,0,0,30,0,0,30,31,2.95,30,0,0,30,0,0,30,161,15.3,30,1051,99.9,30,0,0,-30,18,1.71,-30|30,1033,98.19,30,0,0,30,210,19.96,30,0,0,30,0,0,30,495,47.05,30,49,4.66,30,0,0,30,0,0,30,19,1.81,30,55,5.23,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,71,6.75,30,0,0,30,0,0,30,27,2.57,30,35,3.33
Study-USJ-BU-001,P06,Female,17,G1,Stimulus,video04 - Specialized,327480,60165,,901,30,0,0,30,0,0,30,0,0,30,0,0,30,18,2,30,0,0,30,0,0,30,51,5.66,30,901,100,30,0,0,-30,14,1.55,-30|30,887,98.45,30,0,0,30,75,8.32,30,2,0.22,30,0,0,30,349,38.73,30,54,5.99,30,0,0,30,0,0,30,3,0.33,30,23,2.55,30,47,5.22,30,12,1.33,30,0,0,30,0,0,30,0,0,30,31,3.44,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P06,Female,17,G1,Stimulus,Survey-FavoriteVideoAd,387703,12057,,181,30,0,0,30,0,0,30,0,0,30,0,0,30,9,4.97,30,0,0,30,0,0,30,8,4.42,30,181,100,30,0,0,-30,0,0,-30|30,181,100,30,0,0,30,34,18.78,30,0,0,30,0,0,30,143,79.01,30,10,5.52,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,10,5.52,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P05,Female,17,G1,Stimulus,Survey-Starting-Agreement,232,6558,,98,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,98,100,30,0,0,-30,0,0,-30|30,98,100,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,5,5.1,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,14,14.29
Study-USJ-BU-001,P05,Female,17,G1,Stimulus,Instructions-Part-1,6902,4508,,68,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,68,100,30,0,0,-30,0,0,-30|30,68,100,30,0,0,30,0,0,30,0,0,30,0,0,30,21,30.88,30,17,25,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P05,Female,17,G1,Stimulus,logo01,11466,5992,,90,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,90,100,30,0,0,-30,0,0,-30|30,90,100,30,0,0,30,0,0,30,0,0,30,0,0,30,13,14.44,30,3,3.33,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P05,Female,17,G1,Stimulus,logo02_name-white,17508,5993,,89,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,89,100,30,0,0,-30,0,0,-30|30,89,100,30,0,0,30,0,0,30,0,0,30,0,0,30,9,10.11,30,6,6.74,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P05,Female,17,G1,Stimulus,logo03_name-white,23550,6003,,90,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,90,100,30,0,0,-30,0,0,-30|30,90,100,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,17,18.89,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,2,2.22,30,0,0,30,14,15.56,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P05,Female,17,G1,Stimulus,logo04_name-white,29798,5987,,89,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,89,100,30,0,0,-30,0,0,-30|30,89,100,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,12,13.48,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P05,Female,17,G1,Stimulus,Survey-FavoriteBrand,36027,28240,,423,30,0,0,30,0,0,30,0,0,30,18,4.26,30,0,0,30,0,0,30,0,0,30,35,8.27,30,422,99.76,30,21,4.96,-30,0,0,-30|30,401,94.8,30,0,0,30,11,2.6,30,0,0,30,22,5.2,30,0,0,30,10,2.36,30,0,0,30,0,0,30,0,0,30,0,0,30,65,15.37,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,17,4.02
Study-USJ-BU-001,P05,Female,17,G1,Stimulus,Survey-BrandAwareness,64353,15573,,234,30,0,0,30,0,0,30,0,0,30,23,9.83,30,18,7.69,30,0,0,30,0,0,30,111,47.44,30,234,100,30,35,14.96,-30,0,0,-30|30,199,85.04,30,0,0,30,26,11.11,30,0,0,30,54,23.08,30,58,24.79,30,4,1.71,30,0,0,30,0,0,30,0,0,30,0,0,30,120,51.28,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,6,2.56,30,0,0,30,0,0,30,85,36.32
Study-USJ-BU-001,P05,Female,17,G1,Stimulus,Instructions-Part-2,79995,12544,,188,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,188,100,30,0,0,-30,0,0,-30|30,188,100,30,0,0,30,0,0,30,0,0,30,0,0,30,111,59.04,30,10,5.32,30,0,0,30,0,0,30,0,0,30,0,0,30,24,12.77,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,1,0.53,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P05,Female,17,G1,Stimulus,logo-product01,92587,5997,,90,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,89,98.89,30,0,0,-30,0,0,-30|30,89,98.89,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,3,3.33,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P05,Female,17,G1,Stimulus,logo-product02,98627,6002,,90,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,90,100,30,0,0,-30,0,0,-30|30,90,100,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,1,1.11,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P05,Female,17,G1,Stimulus,logo-product03,104676,5997,,90,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,90,100,30,0,0,-30,0,0,-30|30,90,100,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,6,6.67,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P05,Female,17,G1,Stimulus,logo-product04,110891,5988,,90,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,90,100,30,0,0,-30,0,0,-30|30,90,100,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,5,5.56,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P05,Female,17,G1,Stimulus,Survey-FavoriteProduct,117001,4785,,72,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,71,98.61,30,0,0,-30,0,0,-30|30,71,98.61,30,0,0,30,0,0,30,0,0,30,0,0,30,18,25,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P05,Female,17,G1,Stimulus,Instructions-Part-3,121878,7590,,114,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,113,99.12,30,0,0,-30,0,0,-30|30,113,99.12,30,0,0,30,0,0,30,0,0,30,0,0,30,36,31.58,30,5,4.39,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P05,Female,17,G1,Stimulus,video01 - LOOK,129529,64715,,969,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,2,0.21,30,934,96.39,30,0,0,-30,1,0.1,-30|30,933,96.28,30,0,0,30,4,0.41,30,0,0,30,0,0,30,27,2.79,30,32,3.3,30,0,0,30,0,0,30,0,0,30,1,0.1,30,0,0,30,1,0.1,30,0,0,30,0,0,30,0,0,30,1,0.1,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P05,Female,17,G1,Stimulus,video02 - Pinarello,194320,60583,,908,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,907,99.89,30,0,0,-30,0,0,-30|30,907,99.89,30,0,0,30,0,0,30,0,0,30,0,0,30,31,3.41,30,27,2.97,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P05,Female,17,G1,Stimulus,video03 - Trek,254987,69972,,1048,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,1047,99.9,30,0,0,-30,0,0,-30|30,1047,99.9,30,0,0,30,35,3.34,30,0,0,30,0,0,30,5,0.48,30,70,6.68,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P05,Female,17,G1,Stimulus,video04 - Specialized,325170,60156,,902,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,901,99.89,30,0,0,-30,0,0,-30|30,901,99.89,30,0,0,30,0,0,30,0,0,30,0,0,30,25,2.77,30,51,5.65,30,0,0,30,0,0,30,0,0,30,5,0.55,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,8,0.89,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P05,Female,17,G1,Stimulus,Survey-FavoriteVideoAd,385396,6387,,95,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,95,100,30,0,0,-30,0,0,-30|30,95,100,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,1,1.05,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P04,Female,17,G1,Stimulus,Survey-Starting-Agreement,171,3215,,48,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,7,14.58,30,46,95.83,30,0,0,-30,0,0,-30|30,46,95.83,30,0,0,30,16,33.33,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P04,Female,17,G1,Stimulus,Instructions-Part-1,3508,9322,,140,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,14,10,30,140,100,30,0,0,-30,0,0,-30|30,140,100,30,0,0,30,23,16.43,30,0,0,30,0,0,30,0,0,30,1,0.71,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,17,12.14,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P04,Female,17,G1,Stimulus,logo01,12891,5992,,89,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,7,7.87,30,89,100,30,0,0,-30,2,2.25,-30|30,87,97.75,30,0,0,30,5,5.62,30,0,0,30,0,0,30,0,0,30,2,2.25,30,0,0,30,0,0,30,2,2.25,30,9,10.11,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,10,11.24,30,8,8.99,30,0,0,30,1,1.12,30,0,0
Study-USJ-BU-001,P04,Female,17,G1,Stimulus,logo02_name-white,18936,5994,,90,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,90,100,30,0,0,-30,0,0,-30|30,90,100,30,0,0,30,24,26.67,30,0,0,30,0,0,30,0,0,30,3,3.33,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,11,12.22,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P04,Female,17,G1,Stimulus,logo03_name-white,24990,5988,,128,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,101,78.91,30,0,0,-30,0,0,-30|30,101,78.91,30,0,0,30,9,7.03,30,0,0,30,0,0,30,2,1.56,30,2,1.56,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,37,28.91,30,0,0,30,0,0,30,0,0
Study-USJ-BU-001,P04,Female,17,G1,Stimulus,logo04_name-white,31218,5994,,172,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,124,72.09,30,0,0,-30,0,0,-30|30,124,72.09,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,0,0,30,29,16.86,30,0,0,30,0,0,30,0,0
